CustomerID,Gender,Married,Age,Graduated,Profession,WorkExperience,SpendingScore,FamilySize,Segmentation
460907,Male,Yes,82,No,Lawyer,1,High,3,A
459951,Male,Yes,53,Yes,Artist,0,Low,1,A
467541,Male,Yes,43,Yes,Artist,1,High,3,A
463634,Female,No,30,Yes,Doctor,0,Low,3,A
464796,Male,Yes,43,No,Marketing,3,High,4,A
464433,Male,No,33,Yes,Artist,0,Low,,A
464354,Female,No,43,Yes,Engineer,3,Low,2,A
463463,Male,Yes,32,No,Doctor,0,Low,2,A
460847,Male,No,27,Yes,Artist,1,Low,3,A
463222,Female,No,36,Yes,Healthcare,2,Low,,A
467170,Male,Yes,35,Yes,Artist,8,Low,4,A
459594,Female,Yes,42,Yes,Artist,5,Low,1,A
463310,Male,Yes,60,Yes,Entertainment,0,Low,2,A
462867,Male,Yes,28,No,Artist,1,Low,2,A
460067,Female,No,39,Yes,Entertainment,11,Low,1,A
467222,Male,Yes,74,Yes,Entertainment,1,Average,2,A
461216,Female,No,43,No,"",0,Low,,A
464298,Male,No,26,No,Doctor,1,Low,1,A
467973,Female,Yes,66,Yes,Engineer,0,Average,3,A
463166,Female,No,41,Yes,Artist,1,Low,1,A
465944,Female,Yes,36,No,Engineer,4,High,3,A
467366,Male,No,42,Yes,Artist,0,Low,1,A
466216,Male,No,29,No,Entertainment,1,Low,4,A
460402,Female,Yes,50,Yes,Doctor,1,Low,2,A
464770,Female,No,38,No,Engineer,0,Low,1,A
461639,Male,Yes,60,Yes,Artist,0,Average,2,A
459792,Male,Yes,42,Yes,Artist,6,Low,3,A
459415,Male,No,26,No,Doctor,0,Low,4,A
463695,Female,No,30,Yes,Doctor,1,Low,4,A
464512,Male,Yes,43,No,Executive,8,Low,3,A
466194,Male,Yes,89,No,Lawyer,0,Low,1,A
462932,Female,Yes,37,Yes,Homemaker,3,High,3,A
459416,Male,No,19,No,Artist,10,Low,3,A
463813,Female,No,26,No,Engineer,1,Low,6,A
464503,Male,No,25,Yes,Artist,9,Low,3,A
463734,Male,Yes,38,No,Executive,0,Average,3,A
459193,Male,No,38,Yes,Artist,1,Low,1,A
462143,Male,Yes,80,No,Artist,1,Low,2,A
459239,Male,Yes,81,No,Entertainment,1,Low,1,A
464759,Female,No,38,No,Engineer,8,Low,1,A
460933,Female,Yes,76,Yes,Lawyer,0,High,2,A
460187,Female,No,38,Yes,Doctor,4,Low,3,A
464787,Male,No,47,No,Entertainment,1,Low,1,A
460813,Female,Yes,86,No,Lawyer,1,High,2,A
462698,Female,Yes,56,Yes,Entertainment,1,Average,2,A
466278,Female,No,31,No,"",0,Low,2,A
467353,Male,Yes,26,No,Artist,3,Low,2,A
463518,Male,Yes,30,No,Executive,5,High,4,A
460788,Female,No,30,Yes,Doctor,0,Low,9,A
467046,Female,No,28,No,Doctor,0,Low,5,A
464810,Female,No,27,No,Engineer,1,Low,1,A
464234,Male,Yes,68,Yes,Entertainment,0,Low,3,A
459780,Female,No,42,No,Entertainment,1,Low,3,A
467160,Male,Yes,40,No,"",0,Average,2,A
467034,Male,Yes,89,No,Executive,0,High,2,A
465364,Female,No,38,Yes,Doctor,5,Low,5,A
461141,Male,Yes,55,No,Homemaker,2,Low,1,A
465297,Male,Yes,88,No,"",0,High,3,A
467282,Female,Yes,43,Yes,Artist,4,Average,2,A
461956,Female,No,31,Yes,Artist,2,Low,,A
460283,Male,Yes,43,Yes,Doctor,14,Low,2,A
461234,Female,No,53,Yes,Artist,3,Low,,A
461874,Male,Yes,48,Yes,Doctor,0,Average,3,A
466868,Male,No,26,Yes,Doctor,4,Low,3,A
467562,Male,Yes,71,Yes,Executive,0,High,3,A
459162,Female,Yes,85,Yes,Lawyer,0,High,2,A
465576,Male,Yes,43,No,Executive,4,Average,5,A
464474,Female,No,52,Yes,Artist,1,Low,1,A
460400,Female,Yes,46,Yes,Entertainment,5,Low,2,A
465862,Female,"",50,Yes,Artist,8,Average,1,A
462787,Female,No,29,No,Artist,1,Low,1,A
466274,Male,Yes,69,Yes,Executive,0,Low,,A
466389,Female,Yes,47,Yes,Engineer,0,Average,2,A
464845,Male,Yes,30,No,Engineer,1,Average,3,A
459371,Male,Yes,35,Yes,"",0,Low,2,A
461451,Female,No,28,Yes,Engineer,1,Low,6,A
460124,Female,No,43,Yes,Artist,1,Low,3,A
464082,Male,Yes,77,Yes,Lawyer,0,Low,1,A
460715,Female,Yes,86,No,Lawyer,0,High,2,A
466963,Male,No,63,No,Entertainment,7,Low,1,A
464330,Male,No,38,Yes,Artist,0,Low,2,A
467881,Female,No,33,Yes,Artist,10,Low,1,A
459177,Female,Yes,39,Yes,Artist,1,Average,4,A
466074,Female,No,29,No,Engineer,9,Low,2,A
461528,Female,No,33,Yes,Engineer,1,Low,2,A
465124,Female,Yes,29,Yes,Healthcare,6,Average,2,A
465581,Male,Yes,38,Yes,Artist,0,Low,4,A
461712,Female,Yes,42,Yes,Artist,1,Low,2,A
464202,Male,Yes,40,Yes,Artist,14,Low,1,A
460579,Female,Yes,38,No,Engineer,0,Average,5,A
464537,Male,Yes,41,Yes,Artist,8,Average,3,A
463335,Male,No,27,Yes,Doctor,0,Low,1,A
462232,Male,Yes,56,No,Executive,1,High,8,A
459543,Male,Yes,70,No,Executive,1,High,2,A
466930,Male,No,31,No,Healthcare,2,Low,2,A
463246,Female,Yes,38,No,Engineer,9,Low,2,A
462496,Male,Yes,45,No,Artist,1,Average,3,A
460757,Female,Yes,28,No,Homemaker,9,High,3,A
462512,Female,Yes,28,No,Entertainment,0,Average,2,A
464216,Male,Yes,51,Yes,Artist,0,High,3,A
463279,Male,No,27,No,Entertainment,0,Low,3,A
459786,Male,Yes,57,No,Marketing,1,High,3,A
466979,Female,Yes,39,Yes,Homemaker,0,Low,1,A
466041,Female,Yes,52,"",Engineer,1,Low,1,A
465199,Male,Yes,32,Yes,Entertainment,1,Low,2,A
459220,Female,Yes,77,Yes,Lawyer,1,High,2,A
460537,Female,No,33,Yes,Artist,0,Low,3,A
463875,Male,Yes,53,Yes,Entertainment,1,Low,3,A
465191,Female,No,58,Yes,Engineer,1,Low,1,A
459459,Male,Yes,36,Yes,Artist,4,Low,1,A
466882,Male,No,36,Yes,Artist,0,Low,,A
460805,Male,No,36,Yes,Healthcare,8,Low,4,A
467847,Male,Yes,41,Yes,Artist,8,High,2,A
462243,Male,Yes,43,No,Executive,1,Low,4,A
460892,Male,Yes,43,Yes,Engineer,0,Average,4,A
459852,Male,No,40,Yes,Artist,7,Low,1,A
460739,Male,Yes,41,Yes,Executive,0,High,5,A
459859,Female,Yes,28,No,Doctor,9,Low,1,A
462240,Male,Yes,84,No,Lawyer,1,High,2,A
464422,Male,No,59,No,Entertainment,0,Low,1,A
460822,Male,Yes,41,Yes,Artist,0,Low,2,A
466664,Female,Yes,47,Yes,Doctor,1,Average,2,A
463768,Female,Yes,38,No,Engineer,1,Low,1,A
464986,Male,Yes,67,No,Lawyer,0,High,2,A
467202,Male,Yes,22,No,Doctor,1,Low,4,A
459343,Female,Yes,40,Yes,Entertainment,12,Low,6,A
465473,Female,No,55,Yes,Artist,3,Low,1,A
466887,Male,Yes,36,Yes,Entertainment,1,Low,3,A
463843,Male,Yes,49,Yes,Executive,0,High,4,A
463760,Female,No,27,No,Doctor,1,Low,,A
461717,Female,No,26,Yes,Healthcare,0,Low,4,A
462962,Female,Yes,37,Yes,Artist,4,Low,1,A
465869,Male,No,42,Yes,Doctor,1,Low,1,A
459271,Female,No,55,Yes,Artist,1,Low,1,A
462919,Female,Yes,37,No,Homemaker,13,Average,3,A
460355,Female,No,40,Yes,Entertainment,5,Low,1,A
464969,Female,Yes,65,No,Lawyer,0,High,9,A
462140,Female,Yes,67,No,Engineer,0,Average,4,A
463242,Female,No,26,No,Engineer,5,Low,2,A
461279,Male,No,18,No,Doctor,4,Low,2,A
459732,Male,Yes,72,Yes,Executive,1,High,5,A
461459,Female,Yes,35,Yes,Artist,0,Low,3,A
460429,Female,No,32,Yes,Engineer,9,Low,1,A
466552,Male,Yes,19,No,Entertainment,1,Low,2,A
465684,Female,No,47,Yes,Entertainment,0,Low,1,A
465492,Male,Yes,61,No,Entertainment,1,Low,1,A
460888,Male,Yes,42,No,Homemaker,8,Low,1,A
460272,Female,No,86,Yes,Lawyer,1,Low,1,A
462530,Female,Yes,37,Yes,Artist,0,High,2,A
467592,Male,Yes,43,Yes,Entertainment,7,Low,2,A
465908,Female,No,50,No,Engineer,1,Low,1,A
467075,Female,Yes,31,No,Homemaker,9,Average,2,A
462087,Female,No,31,Yes,Healthcare,9,Low,3,A
459615,Male,Yes,84,No,Lawyer,1,Low,1,A
459336,Male,Yes,26,Yes,Artist,6,Average,2,A
463905,Female,Yes,27,Yes,Engineer,0,Average,4,A
460005,Male,No,43,Yes,Engineer,0,Low,1,A
463120,Female,No,37,Yes,Entertainment,1,Low,1,A
466458,Male,No,33,No,Executive,5,Low,2,A
465830,Female,Yes,52,No,"",7,Average,7,A
462101,Male,Yes,53,Yes,Artist,0,Average,3,A
466957,Male,Yes,35,No,Entertainment,8,Average,4,A
463298,Male,Yes,50,No,Entertainment,0,Low,2,A
463982,Female,No,25,Yes,Healthcare,0,Low,2,A
464587,Female,Yes,49,Yes,Artist,1,Low,2,A
461161,Male,No,48,Yes,Entertainment,1,Low,2,A
462409,Female,Yes,26,No,Engineer,7,Low,2,A
460512,Female,Yes,43,Yes,Engineer,0,High,4,A
463708,Female,Yes,28,No,Engineer,1,Average,2,A
464409,Female,Yes,81,Yes,Lawyer,0,Average,2,A
464628,Male,Yes,32,Yes,Artist,5,Average,2,A
460447,Male,"",79,No,Lawyer,0,Low,1,A
465125,Female,No,39,Yes,Artist,9,Low,1,A
462017,Male,No,25,Yes,Entertainment,9,Low,1,A
464095,Female,Yes,31,Yes,Engineer,1,Low,2,A
460096,Female,Yes,78,No,Lawyer,1,Low,1,A
459980,Male,No,40,No,Engineer,1,Low,2,A
461165,Male,Yes,28,No,Artist,1,Average,2,A
459235,Male,Yes,55,No,Entertainment,1,Low,,A
460063,Female,No,43,Yes,Artist,1,Low,1,A
463317,Male,Yes,72,Yes,Marketing,0,Low,1,A
466036,Female,Yes,89,Yes,Lawyer,1,Low,,A
463890,Female,No,28,No,Artist,1,Low,5,A
466878,Male,Yes,38,No,Artist,8,High,5,A
462660,Female,Yes,27,No,Homemaker,9,Average,2,A
461985,Male,No,31,Yes,Entertainment,0,Low,,A
464856,Female,No,42,Yes,Engineer,8,Low,3,A
462940,Male,No,75,No,Lawyer,0,Low,2,A
464270,Female,No,45,Yes,Artist,3,Low,1,A
466118,Female,Yes,36,No,Engineer,1,Low,3,A
461539,Male,Yes,42,No,Entertainment,6,Average,2,A
461949,Female,No,38,No,Artist,14,Low,1,A
466171,Female,Yes,79,Yes,Lawyer,0,Low,1,A
460584,Female,No,33,Yes,Homemaker,1,Low,1,A
464890,Female,No,33,No,Engineer,0,Low,7,A
461172,Female,Yes,71,Yes,Lawyer,1,Low,1,A
460855,Male,Yes,45,Yes,Artist,0,Low,2,A
465731,Female,Yes,31,Yes,Artist,0,Average,2,A
463527,Female,No,35,No,Artist,13,Low,1,A
460840,Male,Yes,86,Yes,Lawyer,0,Low,1,A
462939,Male,Yes,38,Yes,Doctor,0,High,4,A
465698,Male,No,39,Yes,Artist,8,Low,2,A
466802,Female,"",43,Yes,Engineer,1,Low,1,A
462539,Female,Yes,77,No,Lawyer,1,Low,1,A
460133,Female,No,37,No,Artist,4,Low,1,A
461780,Female,No,65,Yes,Lawyer,0,Low,5,A
464198,Male,Yes,49,Yes,Entertainment,1,Low,2,A
465019,Male,Yes,53,Yes,Artist,0,Low,3,A
460060,Male,Yes,28,No,Engineer,6,Average,2,A
465739,Female,No,87,No,Lawyer,1,Low,2,A
461695,Female,Yes,45,Yes,Artist,3,Average,2,A
465544,Female,No,51,Yes,Artist,0,Low,1,A
464546,Female,Yes,38,Yes,Engineer,8,Low,3,A
467737,Female,Yes,51,Yes,Entertainment,7,Average,2,A
463745,Male,Yes,62,Yes,Artist,1,Average,3,A
463914,Female,Yes,27,No,Artist,0,Low,2,A
465498,Male,Yes,41,Yes,Engineer,9,Average,2,A
461171,Male,Yes,41,Yes,Artist,0,Average,3,A
463131,Male,Yes,66,No,Entertainment,1,High,2,A
463216,Male,No,30,Yes,Artist,8,Low,1,A
462055,Male,No,33,Yes,Healthcare,0,Low,7,A
466046,Female,Yes,36,No,Entertainment,1,Average,2,A
462664,Male,Yes,69,No,Artist,2,Low,2,A
459061,Female,Yes,39,Yes,Healthcare,9,High,3,A
463445,Male,Yes,48,Yes,Artist,0,Average,3,A
459070,Female,Yes,66,No,Lawyer,0,Low,1,A
465159,Male,Yes,57,No,Entertainment,0,Low,1,A
465956,Male,Yes,39,Yes,Entertainment,4,Average,4,A
462422,Male,Yes,71,Yes,Lawyer,1,Low,2,A
459779,Female,Yes,62,Yes,Entertainment,1,Low,1,A
466663,Male,No,57,Yes,Doctor,0,Low,1,A
465883,Male,Yes,33,No,Artist,0,Low,4,A
465511,Male,Yes,31,Yes,Artist,0,Average,2,A
460106,Female,Yes,67,Yes,Entertainment,1,Low,,A
467712,Male,Yes,50,Yes,"",1,Average,4,A
460811,Female,Yes,52,No,Engineer,1,High,2,A
463891,Male,Yes,75,Yes,Lawyer,1,Low,1,A
459380,Male,Yes,62,Yes,Artist,1,Low,1,A
466783,Female,No,43,Yes,Healthcare,0,Low,6,A
464785,Male,Yes,35,No,Doctor,5,Low,4,A
467408,Male,Yes,47,Yes,Artist,0,Average,4,A
466743,Male,No,26,No,Entertainment,1,Low,2,A
463709,Male,Yes,35,Yes,Artist,1,High,2,A
464436,Male,Yes,88,Yes,Lawyer,0,High,2,A
461102,Male,Yes,43,No,Entertainment,0,Average,3,A
465687,Male,Yes,88,Yes,Lawyer,1,Low,1,A
466324,Female,No,28,No,Engineer,0,Low,1,A
460424,Female,No,35,No,Entertainment,0,Low,1,A
461170,Female,No,40,No,Engineer,0,Low,3,A
466391,Female,Yes,58,Yes,Engineer,0,Average,,A
464701,Male,No,31,No,Doctor,0,Low,2,A
467045,Male,Yes,51,Yes,Entertainment,0,Low,2,A
460074,Female,No,48,Yes,Lawyer,4,Low,1,A
467096,Male,Yes,53,Yes,Entertainment,4,Low,2,A
464461,Male,Yes,41,Yes,"",1,Average,4,A
464733,Female,Yes,31,No,Engineer,1,High,4,A
466808,Female,No,43,No,Engineer,0,Low,1,A
465529,Female,No,33,No,Doctor,0,Low,4,A
464556,Female,No,39,Yes,Artist,1,Low,3,A
467128,Female,No,32,No,Homemaker,1,Low,1,A
466834,Male,Yes,60,Yes,Entertainment,1,Low,3,A
467710,Female,No,37,Yes,Artist,9,Low,4,A
463227,Female,Yes,35,Yes,Engineer,1,Average,2,A
464779,Female,No,27,No,Engineer,1,Low,1,A
462883,Female,Yes,28,Yes,Artist,8,Low,4,A
466856,Female,Yes,65,No,Engineer,1,Average,3,A
460981,Female,Yes,42,No,Marketing,0,Average,2,A
458993,Male,Yes,29,No,Doctor,0,Low,2,A
465975,Male,No,42,Yes,Artist,8,Low,1,A
465760,Female,No,43,Yes,Engineer,8,Low,2,A
462481,Male,No,33,Yes,Entertainment,1,Low,1,A
463762,Male,Yes,31,No,Executive,1,High,3,A
466123,Male,Yes,70,Yes,Entertainment,0,Low,1,A
461118,Female,No,30,Yes,Healthcare,6,Low,,A
459130,Female,Yes,74,No,Lawyer,0,High,2,A
463892,Male,No,38,Yes,Artist,9,Low,1,A
463499,Male,Yes,48,Yes,Executive,0,Low,2,A
466049,Female,No,25,Yes,Doctor,0,Low,1,A
467511,Male,Yes,57,Yes,Entertainment,0,Low,1,A
459695,Male,Yes,35,Yes,Artist,0,High,2,A
465648,Female,No,32,No,Entertainment,0,Low,2,A
467774,Female,No,39,Yes,Homemaker,1,Low,6,A
464052,Male,No,36,Yes,Artist,0,Low,1,A
459069,Male,Yes,25,Yes,Doctor,0,Average,2,A
459588,Male,Yes,52,Yes,Artist,1,Low,1,A
464477,Male,Yes,36,No,Entertainment,0,Low,2,A
459476,Male,Yes,41,Yes,Artist,0,High,4,A
460121,Male,Yes,55,Yes,Engineer,1,Average,3,A
461024,Male,Yes,82,Yes,Lawyer,1,Low,1,A
462929,Male,No,40,No,Homemaker,0,Low,1,A
467900,Female,No,37,No,Engineer,3,Low,1,A
466985,Female,Yes,45,No,Engineer,0,Average,7,A
459931,Male,Yes,50,Yes,Artist,0,Low,1,A
462303,Female,Yes,32,No,Artist,0,Average,4,A
464114,Female,No,36,No,Doctor,0,Low,2,A
464560,Male,No,39,Yes,Entertainment,9,Low,2,A
463967,Female,No,33,Yes,Engineer,0,Low,2,A
462421,Male,No,53,Yes,Artist,0,Low,2,A
460401,Female,No,27,Yes,Artist,0,Low,3,A
464705,Male,No,32,No,Artist,3,Low,7,A
462923,Male,Yes,33,No,Homemaker,9,Average,2,A
461017,Female,No,40,Yes,Homemaker,13,Low,1,A
466073,Female,Yes,62,No,Engineer,8,High,2,A
462909,Female,No,36,No,Engineer,0,Low,1,A
461939,Female,Yes,36,Yes,Entertainment,1,Average,4,A
466981,Female,Yes,53,No,Engineer,0,Low,3,A
460264,Female,Yes,35,Yes,Entertainment,0,Low,4,A
461010,Male,Yes,39,Yes,Entertainment,1,Average,3,A
466413,Male,Yes,62,Yes,Artist,1,Average,5,A
462625,Male,No,32,Yes,Artist,0,Low,3,A
464719,Female,No,28,No,Doctor,3,Low,4,A
463976,Female,No,29,No,Healthcare,5,Low,4,A
462507,Male,No,39,No,Entertainment,0,Low,3,A
460754,Female,No,33,Yes,Homemaker,8,Low,1,A
463660,Male,Yes,85,Yes,Lawyer,1,Low,1,A
465150,Male,No,41,Yes,Entertainment,0,Low,1,A
463157,Male,Yes,46,Yes,Entertainment,5,Low,3,A
465323,Female,Yes,43,Yes,Artist,0,Low,1,A
464935,Female,No,40,"",Marketing,6,Low,1,A
462670,Male,Yes,89,Yes,Doctor,0,Low,1,A
460223,Male,No,47,No,Entertainment,1,Low,1,A
465829,Female,Yes,35,Yes,Doctor,7,Average,3,A
461099,Female,No,42,No,Artist,0,Low,4,A
467958,Female,No,43,Yes,Doctor,0,Low,1,A
460228,Male,No,31,No,Healthcare,2,Low,5,A
467441,Male,No,42,Yes,Artist,0,Low,1,A
464973,Male,No,82,"",Lawyer,1,Low,2,A
461085,Female,No,31,No,Engineer,1,Low,1,A
459431,Male,Yes,68,No,Artist,0,Low,2,A
463245,Male,Yes,37,Yes,Entertainment,9,Average,2,A
459815,Male,No,42,Yes,Artist,9,Low,1,A
464744,Male,Yes,55,Yes,Entertainment,0,Low,4,A
462741,Female,No,26,Yes,Artist,2,Low,2,A
459736,Female,Yes,28,Yes,Artist,0,Low,2,A
461493,Female,Yes,33,Yes,Artist,8,Average,3,A
466282,Male,Yes,31,Yes,Healthcare,9,Low,,A
465675,Female,No,47,No,Entertainment,0,Low,1,A
461974,Female,Yes,47,Yes,Artist,0,Low,1,A
463267,Male,Yes,31,No,Homemaker,9,Low,1,A
466426,Female,No,25,Yes,Engineer,0,Low,2,A
466721,Male,Yes,36,Yes,Doctor,7,Average,2,A
465537,Female,Yes,56,Yes,Artist,0,High,5,A
460082,Male,No,37,Yes,Artist,8,Low,1,A
465350,Female,No,35,Yes,Artist,0,Low,3,A
459473,Male,Yes,78,No,Lawyer,0,High,2,A
460893,Male,No,57,Yes,Entertainment,4,Low,1,A
467685,Male,Yes,50,No,Marketing,1,High,6,A
464220,Male,Yes,65,Yes,Executive,1,High,2,A
467481,Male,Yes,50,Yes,Artist,0,Average,2,A
461384,Male,Yes,71,Yes,Lawyer,2,High,,A
459267,Female,No,31,No,Healthcare,4,Low,3,A
464694,Female,No,30,No,Engineer,1,Low,3,A
459154,Male,Yes,88,Yes,Lawyer,0,High,2,A
465734,Male,Yes,40,Yes,Artist,0,Low,3,A
466944,Male,Yes,47,No,Entertainment,1,Low,1,A
465376,Female,No,30,Yes,Entertainment,1,Low,4,A
462238,Male,Yes,60,No,Entertainment,0,Low,2,A
461826,Male,Yes,35,Yes,Artist,12,Average,2,A
464487,Male,No,53,No,Engineer,1,Low,3,A
465647,Male,No,31,Yes,Artist,9,Low,1,A
460303,Female,No,43,Yes,Artist,2,Low,1,A
462927,Female,No,26,No,Homemaker,9,Low,2,A
463270,Male,Yes,52,No,Executive,1,Low,5,A
459921,Male,No,37,Yes,Artist,8,Low,1,A
463625,Male,Yes,35,No,Artist,1,Average,3,A
465871,Male,No,33,No,Entertainment,8,Low,1,A
461131,Male,Yes,68,Yes,Artist,0,High,,A
463151,Male,Yes,60,Yes,Artist,1,Low,1,A
467590,Male,No,25,Yes,Artist,0,Low,1,A
460023,Male,Yes,49,Yes,Entertainment,0,Low,1,A
467147,Male,No,45,Yes,Entertainment,0,Low,1,A
461930,Female,No,42,Yes,Artist,0,Low,1,A
461516,Male,Yes,32,Yes,Entertainment,0,Average,3,A
462795,Male,No,25,No,Entertainment,13,Low,3,A
460425,Female,No,27,No,Doctor,0,Low,3,A
466825,Female,Yes,41,Yes,Artist,1,Low,2,A
464643,Female,Yes,79,No,Engineer,0,High,2,A
466980,Male,Yes,72,Yes,Lawyer,1,High,2,A
463663,Female,No,37,Yes,"",0,Low,2,A
466077,Male,Yes,35,Yes,Doctor,9,High,3,A
466429,Male,Yes,36,No,Healthcare,1,Low,2,A
460746,Male,No,22,No,Marketing,1,Low,3,A
464901,Male,Yes,82,No,Executive,1,High,4,A
464238,Male,Yes,87,Yes,Lawyer,0,High,2,A
463110,Male,Yes,68,No,Executive,1,High,2,A
467909,Female,No,45,Yes,Doctor,0,Low,1,A
463304,Female,No,41,Yes,Doctor,0,Low,1,A
463521,Male,Yes,45,Yes,Executive,1,High,4,A
464703,Male,Yes,40,No,Doctor,1,Average,5,A
463542,Female,Yes,27,No,Artist,6,High,5,A
462147,Female,Yes,82,Yes,Lawyer,0,Low,1,A
460815,Male,Yes,55,Yes,Artist,0,High,2,A
463413,Male,Yes,41,No,Doctor,1,Average,2,A
462485,Female,Yes,37,No,Engineer,0,Low,2,A
464428,Female,Yes,89,Yes,Entertainment,6,Average,4,A
463295,Male,No,28,No,Entertainment,0,Low,3,A
466140,Male,Yes,30,Yes,Entertainment,0,Low,2,A
459777,Male,Yes,35,No,Artist,9,Low,3,A
464869,Male,Yes,37,Yes,Entertainment,0,Low,2,A
459564,Male,Yes,80,Yes,Lawyer,2,Low,1,A
459099,Male,Yes,30,Yes,Doctor,8,Average,2,A
459781,Male,No,47,No,Entertainment,1,Low,1,A
462021,Male,Yes,35,No,Engineer,1,Low,6,A
465725,Male,No,29,Yes,Doctor,0,Low,2,A
461150,Female,"",20,No,Marketing,0,High,2,A
459627,Male,No,40,Yes,Artist,14,Low,2,A
459484,Female,Yes,35,Yes,Entertainment,1,Average,2,A
462023,Female,Yes,46,No,Engineer,8,Low,1,A
465144,Male,No,32,Yes,Doctor,9,Low,1,A
459511,Male,Yes,87,No,Artist,1,Low,1,A
467616,Male,Yes,25,Yes,Entertainment,1,Low,2,A
466723,Female,No,32,No,Entertainment,1,Low,3,A
465026,Female,No,31,No,Doctor,1,Low,2,A
465825,Female,Yes,36,No,Executive,9,Average,5,A
463348,Female,Yes,40,Yes,Doctor,1,Low,2,A
462518,Female,No,26,No,Healthcare,0,Low,6,A
460986,Male,No,37,Yes,Doctor,0,Low,3,A
467706,Female,Yes,42,Yes,Artist,0,Average,4,A
459703,Male,Yes,37,Yes,Artist,0,Low,3,A
464757,Female,Yes,42,No,Executive,0,Average,5,A
466408,Male,Yes,76,Yes,Lawyer,1,Low,2,A
463778,Female,No,27,No,Engineer,1,Low,4,A
462792,Male,Yes,52,No,Homemaker,0,Average,4,A
466791,Male,Yes,88,No,Lawyer,1,Low,1,A
460041,Female,Yes,48,No,Artist,8,Average,3,A
461585,Male,No,38,Yes,Entertainment,1,Low,1,A
465182,Female,No,65,Yes,Lawyer,0,Low,1,A
466438,Female,No,42,Yes,Artist,0,Low,1,A
459770,Female,Yes,48,Yes,Artist,8,Average,2,A
464804,Male,Yes,27,No,Entertainment,0,Low,1,A
464165,Female,No,55,No,Entertainment,3,Low,1,A
462502,Male,No,39,No,Entertainment,0,Low,4,A
467572,Male,Yes,63,Yes,Artist,1,Average,4,A
467148,Male,No,28,Yes,Artist,0,Low,1,A
460130,Male,No,27,Yes,Healthcare,2,Low,4,A
462425,Male,No,35,Yes,Doctor,3,Low,1,A
459213,Female,No,38,Yes,Healthcare,0,Low,4,A
467927,Male,No,31,Yes,Doctor,8,Low,6,A
466908,Male,Yes,55,Yes,Entertainment,1,Low,2,A
462954,Female,Yes,48,Yes,Homemaker,12,Low,1,A
463461,Male,No,29,No,Doctor,0,Low,4,A
461929,Male,Yes,63,Yes,Entertainment,0,Low,1,A
467277,Male,No,25,Yes,Artist,13,Low,3,A
464098,Female,No,28,No,Healthcare,0,Low,6,A
465446,Female,No,41,Yes,Healthcare,12,Low,1,A
463373,Male,Yes,55,Yes,Artist,1,Low,3,A
463675,Male,Yes,71,No,Entertainment,1,Low,2,A
464185,Male,Yes,65,Yes,Artist,5,High,2,A
465321,Male,Yes,43,Yes,Entertainment,0,Low,4,A
465935,Male,No,27,Yes,Entertainment,9,Low,1,A
467085,Male,No,45,Yes,Entertainment,1,Low,2,A
463965,Male,No,25,Yes,Doctor,7,Low,1,A
466760,Male,Yes,47,Yes,Doctor,0,Average,4,A
459760,Female,Yes,42,Yes,Artist,8,Low,1,A
460479,Female,No,42,No,Doctor,8,Low,1,A
467149,Male,Yes,43,Yes,Artist,9,Average,3,A
463793,Male,No,26,No,Healthcare,1,Low,6,A
463046,Female,Yes,43,No,Engineer,0,Low,1,A
465377,Male,Yes,26,Yes,Artist,5,Average,,A
460690,Female,"",51,No,Homemaker,8,Low,,A
467061,Female,No,29,Yes,Homemaker,13,Low,1,A
464545,Male,No,43,Yes,Artist,7,Low,3,A
464239,Female,Yes,42,No,Artist,0,Average,3,A
460623,Male,Yes,41,Yes,Executive,5,Low,2,A
467032,Female,No,25,Yes,Artist,2,Low,2,A
463636,Male,No,33,No,Doctor,1,Low,6,A
466731,Female,Yes,38,Yes,Engineer,4,Low,2,A
463903,Male,No,26,No,Entertainment,0,Low,2,A
459270,Male,Yes,65,Yes,Homemaker,0,High,2,A
463608,Male,Yes,25,Yes,"",0,Low,,A
465669,Female,Yes,37,No,Entertainment,2,Average,4,A
465034,Female,Yes,83,Yes,Executive,1,High,3,A
465487,Male,No,25,Yes,Entertainment,1,Low,3,A
464605,Female,Yes,65,Yes,Lawyer,1,Low,1,A
463174,Female,Yes,58,Yes,Engineer,1,Low,1,A
466891,Female,Yes,53,No,Homemaker,9,Low,1,A
467611,Male,No,39,Yes,Artist,9,Low,1,A
459095,Male,Yes,35,No,Entertainment,9,Low,3,A
464896,Male,Yes,76,No,Executive,1,High,2,A
461420,Female,Yes,59,Yes,Doctor,5,Low,2,A
460633,Male,Yes,37,Yes,"",0,High,2,A
462533,Female,No,33,Yes,Entertainment,0,Low,3,A
465418,Male,No,39,Yes,Artist,0,Low,1,A
463254,Female,Yes,37,No,Executive,0,High,2,A
461456,Female,No,40,No,Marketing,0,Low,1,A
461557,Male,No,38,Yes,Artist,6,Low,4,A
462946,Male,Yes,52,No,Artist,1,Low,2,A
464693,Female,No,36,Yes,Engineer,9,Low,1,A
466494,Male,Yes,71,No,Entertainment,0,Average,3,A
464268,Female,No,51,Yes,Artist,0,Low,1,A
464795,Female,No,31,No,Engineer,1,Low,8,A
460468,Female,No,50,Yes,Executive,1,Low,1,A
464971,Female,Yes,36,No,Engineer,1,Low,5,A
460472,Male,Yes,49,No,Doctor,1,Average,3,A
461145,Female,Yes,36,Yes,Entertainment,0,Low,2,A
